計畫名稱,class,關鍵詞,NER
建構智慧健康生活：巨量資料及ICT之加值應用(3/4),15,"['醫院', '醫藥品', '使用率']","['臺灣', '臺灣']"
銀髮智慧長照及科技服務創新模式開發計畫(3/4),15,"['長照', '環節', '失智症', '智慧物', '輔具', '福祉', '居家']","['日本', '亞洲']"
永續提供高品質醫療服務(4/4),15,"['健保', '病歷', '疾病別', '中醫', '福利部', '福祉']","['2017年', '臺北業務組', '中醫']"
提升偏鄉衛生所(室)及巡迴醫療點網路品質計畫(3/4),15,"['衛生所', '醫療點', '頻寬', '病歷']",[]
高齡者安全安心生活環境科技發展中程個案計畫(3/4),15,"['居家', '地域性', '本分', '項目標計', '長照', '障礙', '身體', '心理']","['衛福部', '內政部', '衛福部']"
智慧化居住空間整合應用人工智慧科技發展推廣計畫(1/4),15,[],"['3~5年', '臺灣']"
身心障礙與高齡者智慧照護輔具檢測驗證推動計畫(2/4),15,"['障礙', '輔具', '福利部', '輔具業', '福祉']",['衛生福利部']
以高齡社會需求為導向之生醫科技研究計畫(3/4),15,"['老人', '失智症', '銀髮族', '輔具', '家庭']","['103年12月', '科技部', '行政院', '行政院臺灣生物經濟發展方案', '2014年', '衛福部', 'BTC', 'BioTaiwan committee']"
創新醫療器材計畫(3/4),15,[],[]
巨量資料智慧應用研究計畫(4/4),15,[],['台南']
健康福祉科技整合照護示範場域推動計畫(3/4),15,"['據點', '醫院']",['第一']
銀髮智慧長照及科技服務創新模式開發計畫(4/4),15,"['長照', '結長照', '環節', '失智症', '智慧物', '輔具', '福祉', '居家']","['中', '亞洲', '北', '日本']"
導入5G及智慧科技提升醫療與健康照護(1/4),15,"['頻寬', '感知器', '居家', '健保']",[]
社會福利線上申請與實證決策模式計畫(1/4),15,"['福利', '社福', '家庭', '障礙', '福祉']",['臺灣']
肥胖症之整合性智慧醫療研究(1/4),15,"['體學', '國衛院', '肥胖症', '健保']","['國衛院', '國衛院']"
建構智慧健康生活：巨量資料及ICT之加值應用(4/4),15,"['福利', '全民', '福祉', '衛政', '衛福', '群體', '醫院', '使用率']","['內政部', '臺灣', '臺灣']"
健康雲2.0(4/4),15,"['醫院', '病歷', '病人', '照護網', '健保', '長照', '識能']",['2']
永續提供高品質醫療服務(1/4),15,"['病人', '中醫', '長照', '福利部', '醫院', '全民健保', '健保']",[]
提升偏鄉衛生所(室)及巡迴醫療點網路品質計畫(4/4),15,"['衛生所', '醫療點', '頻寬', '病歷']",[]
智慧化居住空間整合應用人工智慧科技發展推廣計畫(2/4),15,[],"['3~5年', '臺灣']"
高齡者安全安心生活環境科技發展中程個案計畫(4/4),15,"['輔具', '地域性', '本分', '項目標計', '長照', '據點', '障礙', '身體', '心理']","['衛福部', '內政部', '衛福部', '台灣輔具大展', '內政部']"
智慧醫療科技應用與跨場域驗證計畫(1/4),15,"['可近性', '糖尿病', '切入點']","['台灣', '台灣', '台灣', '台灣']"
身心障礙與高齡者智慧照護輔具檢測驗證推動計畫(3/4),15,"['障礙', '輔具', '福利部', '輔具業', '福祉']",['衛生福利部']
創新醫療器材計畫(4/4),15,[],[]
臨床資料庫與AI之跨域開發及加值應用(1/4),15,"['研團隊', '病歷']","['109年', '109年', '111年']"
永續提供高品質醫療服務(2/4),15,"['福利部', '健保', '中醫', '失智症', '衛政', '社福', '護理', '培育端', '醫院']","['中醫', '衛生福利部']"
健康福祉科技整合照護示範場域推動計畫(4/4),15,"['據點', '醫院']",['第一']
社會福利多元服務與實證決策模式計畫(2/4),15,"['福利', '老人', '變項', '志工', '家庭']","['臺灣', '15歲以上', '第一']"
智慧健康雲(1/4),15,"['福利', '保險署', '福利部', '醫院', '病歷', '病人', '照護網', '現行部', '健保', '識能']","['衛生福利部國民健康署', '附屬醫療及社會福利機構管理會', '疾病管制署', '中央健康保險署', '本部資訊處', '衛生福利部', '衛生福利部疾病管制署', '全年', '衛生福利部', '衛生福利部中央健康保險署', '國民健康署', '110年1月1日至113年12月31日']"
智慧長照與醫療照護整合研發推廣計畫(1/4),15,"['長照', '環節', '智慧物', '失智症', '居家']",['衛福部']
肥胖症之整合性智慧醫療研究(2/4),15,"['醫院', '體學', '國衛院', '肥胖症', '健保']","['國衛院', '國衛院']"
緊急醫療救護智能平臺-救急救難一站通推動計畫(1/4),15,['福利部'],"['衛福部', '衛生福利部', '衛福部', 'NCDR', '衛福部', '高屏區', '110年', '4年', '衛生局', '國家災害防救科技中心', '總統盃黑客松卓越團隊']"
原住民族、離島及偏鄉地區遠距醫療專科門診暨強化衛生所醫療影像設備計畫(1/4),15,"['專科', '衛生所', '醫院', '頻寬']",[]
導入5G及智慧科技提升醫療與健康照護計畫(1/4),15,['健保'],"['臺灣', '衛福部', '臺灣', '原委會', '行政院', '經濟部', '衛福部']"
高齡者安居敬老環境科技發展中程個案計畫(1/4),15,"['居家', '障礙', '輔具']",[]
智慧醫療科技應用與跨場域驗證計畫(2/4),15,"['糖尿病', '切入點', '可近性']","['行政院', '台灣', '亞太', '109年', '台灣', '台灣', '台灣']"
身心障礙與高齡者智慧照護輔具檢測驗證推動計畫(4/4),15,"['障礙', '輔具', '福利部', '輔具業', '福祉']",['衛生福利部']
臨床資料庫與AI之跨域開發及加值應用(2/4),15,[],[]
飲用水水源及水質標準中列管物質之調查及評估(1/3),16,"['加拿大', '淨水場', '自來水']","['澳洲', '世界衛生組織', '世界衛生組織', '紐西蘭', '3年', '加拿大', '日本', '英國', '美國', '歐盟', '德國']"
區域水文地質特性與地下水補注模式研究(2/4),16,"['補注區', '資源量', '盆地', '花東', '合理性']","['蘭陽平原', '台中盆地', '花東縱谷地區', '4年', '臺灣']"
台灣南段山區地下水資源調查(1/4),16,"['南段', '山區', '中段']","['台灣山區', '高屏地區', '台灣', '台灣', '莫拉克颱風', '台灣', '台灣', '台灣山區', '台灣']"
水再生利用風險管理技術研發計畫(3/5),16,"['上位', '本土性', '套裝', '再生水', '水量', '綠能型', '生物性']","['101-102年度', '二']"
給水風險管理與減漏節水技術育成(2/4),16,"['自來水', '水量', '用水']","['第2年', '102年', '本年度']"
都會區防洪科技(2/4),16,"['熱島', '損失', '脆弱度', '含水層']","['台灣', '台灣', '台灣']"
產業用水合理性推估及管理研究計畫(1/4),16,"['用水', '用水量', '合理性', '伏流水', '水量', '泥沙']",['1']
水文觀測技術提昇與發展(1/4),16,"['流量', '泥沙']",[]
氣候變遷對水環境之衝擊與調適研究計畫(1/5),16,"['熱點', '脆弱度']","['103~107年', '103年', '水利署', '第二', '99~102年']"
飲用水水源及水質標準項目之調查及評估(2/3),16,"['加拿大', '淨水場', '自來水']","['美國', '3年', '世界衛生組織', '加拿大', '日本', '歐盟', '澳洲']"
區域水文地質特性與地下水補注模式研究(3/4),16,"['補注區', '資源量', '盆地', '花東', '合理性']","['蘭陽平原', '台中盆地', '4年', '臺灣', '花東縱谷地區']"
臺灣南段山區地下水資源調查(2/4),16,"['南段', '山區', '用水', '高屏溪']","['高屏溪', '103年', '104', '臺灣', '4年', '玉山國家公園', '臺灣', '莫拉克颱風', '南台灣', '墾丁國家公園', '2009年', '高屏地區']"
產業用水合理性推估及管理研究計畫(2/4),16,"['用水量', '用水', '合理性', '伏流水', '水量', '泥沙']",[]
給水風險管理與減漏節水技術育成(3/4),16,"['自來水', '水量', '用水']","['103年', '本年度', '第2年']"
都會區防洪科技(3/4),16,"['含水層', '暴雨', '上位']",['1']
水再生利用風險管理技術研發計畫(4/5),16,"['上位', '本土性', '套裝', '再生水', '水量', '綠能型']",['101-103年度']
氣候變遷對水環境之衝擊與調適研究計畫(2/5),16,"['熱點', '脆弱度', '雲中彰', '花東', '水利', '曾文溪']","['臺灣', '部會署', '水利署', '99~102年', '花東海岸', '第二', '雲中彰', '103~107年', '04年度', '2/2', '104年度', '行政院']"
水文觀測技術提昇與發展(2/4),16,"['流量', '泥沙']",['103~106年']
飲用水水源及水質標準項目之調查及評估(3/3),16,"['加拿大', '淨水場', '自來水']","['3年', '日本', '世界衛生組織', '美國', '加拿大', '紐西蘭', '澳洲', '歐盟', '德國', '英國']"
區域水文地質特性與地下水補注模式研究(4/4),16,"['補注區', '資源量', '盆地', '合理性', '水平衡']","['4年', '臺灣', '蘭陽平原', '嘉南平原', '臺中盆地', '臺北盆地']"
臺灣南段山區地下水資源調查(3/4),16,"['南段', '山區', '用水', '曾文溪']","['朴子溪', '103年', '臺灣', '4年', '玉山國家公園', '臺灣', '莫拉克颱風', '墾丁國家公園', '本年度', '曾文溪', '2009年', '八掌溪', '高屏地區']"
給水風險管理與減漏節水技術育成(4/4),16,"['自來水', '用水']","['104年', '本年度', '第4年']"
水文觀測技術提昇與發展計畫(3/4),16,"['流量', '近海']",['103~106年']
都會區防洪科技(4/4),16,[],"['3', '第二']"
水再生利用風險管理技術研發計畫(5/5),16,"['上位', '本土性', '套裝', '再生水', '水量', '綠能型', '污泥法', '生物性']",['101-104年度']
氣候變遷對水環境之衝擊與調適研究計畫(3/5),16,"['熱點', '脆弱度', '濁水溪', '曾文溪', '高屏溪']","['曾文溪', '臺灣', '105年', '水利署', '高屏溪', '水利署', '第三', '西南地區', '第二', '東北', '曾文溪', '103~107年', '臺灣', '水利署', '98年', '淡水河', '臺灣', '濁水溪', '99~102年', '西北', '第三', '第二']"
產業用水合理性推估及管理研究計畫(3/4),16,"['用水量', '用水', '合理性', '沖積扇', '規策']",[]
再生水資源創新膜材及系統開發與驗證綱要計畫(1/4),16,"['膜材', '廢水', '脫鹽', '產水', '高通量', '薄膜水']","['14~16元', '20元', '35元', '22元']"
臺灣南段山區地下水資源調查(4/4),16,"['南段', '山區', '用水', '曾文溪']","['朴子溪', '103年', '臺灣', '4年', '玉山國家公園', '臺灣', '莫拉克颱風', '墾丁國家公園', '本年度', '曾文溪', '2009年', '八掌溪', '高屏地區']"
地下水水文地質與水資源調查(1/4),16,"['濁水溪', '沖積扇', '盆地', '擇區', '水平衡', '供水量', '用水', '水量']","['濁水溪', '蘭陽平原', '蘭陽平原', '濁水溪', '屏東平原', '臺中盆地', '屏東平原', '濁水溪', '臺灣', '臺灣', '4年', '臺中盆地']"
水文觀測技術提昇與發展計畫(4/4),16,"['流量', '近海']",['103~106年']
產業用水合理性推估及管理研究計畫(4/4),16,"['用水量', '泥沙', '回收率', '用水', '工業類', '淤泥層', '泥工法', '導泥', '泥工']","['106年', '103-105年']"
給水與用水管理技術發展計畫(1/4),16,"['自來水', '用水', '水量', '保護區', '溫泉水']","['107-109', '第1年', '102-105年']"
環境友善型水處理科技發展計畫(1/5),16,"['再生水', '本土性', '綠能型']","['101-105年', '再生水資源發展條例', '96年', '106-110年', '水利署', '96年']"
氣候變遷對水環境之衝擊與調適研究計畫(4/5),16,"['熱點', '脆弱度', '濁水溪', '曾文溪', '高屏溪', '水利']","['99~102年', '西北', '曾文溪流域', '106年', '水利署', '洪空間研究', '巴黎', '水利署', '臺灣', '濁水溪', '西南地區', '臺灣', '98年', '103~107年', '4年', '東北', '淡水河', '高屏溪', '第3', '曾文溪']"
智慧水管理產業創新發展計畫(1/4),16,"['水利', '水網']","['水資源局', '科技部', '經濟部', '高雄市', '臺南市', '107年度', '經濟部水利署', '政府']"
再生水資源創新膜材及系統開發與驗證綱要計畫(2/4),16,"['膜材', '廢水', '脫鹽', '產水', '高通量', '薄膜水']","['22元', '14~16元', '20元', '35元']"
環境友善型水處理科技發展計畫(2/5),16,"['本土性', '綠能型', '再生水', '上位', '水量', '產水', '生物性']","['101-105年度', '107年']"
氣候變遷對水環境之衝擊與調適研究計畫(5/5),16,"['濁水溪', '曾文溪', '高屏溪', '水利']","['臺灣', '大甲溪', '曾文溪', '濁水溪', '98年', '103-107年', '淡水河', '臺', '高屏溪', '臺', '107年', '水利署', '水利署']"
智慧水管理產業創新發展計畫(2/4),16,"['水利', '水網']","['政府', '臺南市', '水資源局', '107年度', '科技部', '經濟部水利署', '經濟部']"
給水與用水管理技術發展計畫(2/4),16,"['自來水', '用水']","['本年度', '102-105年', '106年', '第2年']"
再生水資源創新膜材及系統開發與驗證綱要計畫(3/4),16,"['膜材', '廢水', '脫鹽', '產水', '高通量', '薄膜水']",[]
智慧水管理產業創新發展計畫(3/4),16,"['水利', '水網']","['高雄市', '政府', '108年度', '經濟部水利署', '政府', '水資源局', '科技部', '臺南市', '經濟部']"
環境友善型水處理科技發展計畫(3/5),16,"['本土性', '綠能型', '再生水']","['101-105年度', '108年']"
給水與用水管理技術發展計畫(3/4),16,"['用水', '水量', '用水量', '自來水']","['第3年', '106年', '107年']"
再生水資源創新膜材及系統開發與驗證綱要計畫(4/4),16,"['廢水', '脫鹽', '海淡', '產水', '膜材']","['22元', '35元', '14~16元', '20元']"
智慧水管理產業創新發展計畫(4/4),16,"['水利', '水網']","['水利署', '臺南市政府', '經濟部水利署', '高雄市', '屏東縣', '水資源局', '政府', '宜蘭縣政府', '科技部', '經濟部', '政府']"
給水與用水管理技術發展計畫(4/4),16,"['用水', '水量', '保護區', '用水量']","['108年', '106年', '107年', '第4年', '本年度']"
飲用水未列管新興污染物之水質研究計畫(1/4),16,"['淨水場', '原水', '自來水']","['澳洲', '日本', '世界衛生組織', '美國', '斯德哥爾摩', '4年', '歐盟']"
智慧水管理技術研發(1/4),16,"['水利', '用水', '水利']",[]
公共用水效率提升計畫(1/4),16,"['用水', '自來水']","['本年度', '106年至109年', '第1年']"
智財布局及戰略研析推動計畫(2/4),17,['秘書處'],['美國']
健全專利檢索中心發展計畫(1/4),17,"['智慧局', '前案', '申請案']","['103年', '專利檢索中心', '103年', '101年3月', '智慧局', '103年至106年', '103年至106年', '四年期']"
智慧財產專業人員培訓計畫(2/4),17,"['培訓班', '專班']",[]
強化專利資訊檢索及運用計畫(4/4),17,"['書面', '文件', '前案']",['103年']
專利資訊服務創新計畫(1/4),17,"['公文書', '智慧局', '書證', '公文']",['智慧局']
國外專利資訊檢索優質化計畫(1/4),17,['前案'],"['台灣', '台灣']"
創造中小企業智財價值計畫(1/4),17,['智權'],[]
智財布局及戰略研析推動計畫(3/4),17,['秘書處'],['美國']
健全專利檢索中心發展計畫(2/4),17,"['積案', '智慧局', '前案', '申請案']","['103年至106年', '智慧局', '104年', '104年', '101年', '智慧局']"
強化專利資訊檢索及運用計畫(1/4),17,"['書面', '文件']",[]
專利資訊服務創新計畫(2/4),17,"['公文', '文件']",['04年度']
智慧財產專業人員培訓計畫(3/4),17,"['培訓班', '專班']",[]
創造中小企業智財價值計畫(2/4),17,['智權'],[]
智財布局及戰略研析推動計畫(4/4),17,['秘書處'],['美國']
專利檢索加值服務計畫(1/4),17,"['智權', '窗口']",[]
健全專利檢索中心發展計畫(3/4),17,"['積案', '前案', '智慧局', '申請案']","['智慧局', '第2', '101年3月', '第1']"
強化專利資訊檢索及運用計畫(2/4),17,"['書面', '文件']",['本年度']
專利資訊服務創新計畫(3/4),17,"['書證', '公文書', '智慧局', '公文']",['智慧局']
智慧財產專業人員培訓計畫(4/4),17,"['培訓班', '專班', '智權', '初階班']",['法務部']
創造中小企業智財價值計畫(3/4),17,['智權'],[]
智財布局與戰略研析推動計畫(1/4),17,"['智財戰', '態勢', '秘書處']","['第一', '技術處', '第二', '106年']"
專利檢索加值服務計畫(2/4),17,"['管理面', '智財面']",[]
專利資訊服務創新計畫(4/4),17,"['智慧局', '積案', '書證', '公文書', '公文']","['106年度', '智慧局', '智慧局']"
強化專利資訊檢索及運用計畫(3/4),17,"['書面', '文件']",['本年度']
健全專利檢索中心發展計畫(4/4),17,"['智慧局', '助力', '前案', '申請案', '積案']","['智慧局', '智慧局', '專利檢索中心']"
專利大數據知識領航計畫(1/4),17,"['中文', '名詞']","['日', '中', '歐', '2006年12月', '鴻海', '韓', '日', '鴻海集團', 'Google', '中文', 'Google Patent Search', '英', '美', '中國大陸', '2015年1月']"
智慧財產專業人員培訓計畫(1/4),17,"['專班', '智權']",[]
創造中小企業智財價值計畫(4/4),17,['智權'],[]
專利檢索加值服務計畫(3/4),17,"['管理面', '智財面']",[]
專利大數據知識領航計畫(2/4),17,"['中文', '名詞']","['韓', '中文', '美', '2006年12月', '鴻海', '鴻海集團', 'Google', 'Google Patent Search', '日', '中國大陸', '歐', '2015年1月']"
健全專利檢索運用環境計畫(1/4),17,"['前案', '公文', '書面', '文件']",['中華民國']
專利檢索加值服務計畫(4/4),17,"['管理面', '智財面']",[]
專利大數據知識領航計畫(3/4),17,"['中文', '名詞']","['歐', '2006年12月', '鴻海', '韓', '日', '鴻海集團', 'Google', 'Google Patent Search', '美', '中文', '中國大陸', '2015年1月']"
健全專利檢索運用環境計畫(2/4),17,"['智慧局', '前案', '公文', '書面', '文件']","['智慧局', '中華民國']"
潛力隱形冠軍智慧加值創新成長計畫(Hidden Champion+2.0)(1/4),17,[],"['3年', '1.7億元']"
專利大數據知識領航計畫(4/4),17,"['中文', '名詞']","['韓', 'Google', '2006年12月', '中國大陸', '日', '2015年1月', '歐', '美', '鴻海集團', 'Google Patent Search', '2020年', '中文', '鴻海']"
健全專利檢索運用環境計畫(3/4),17,"['前案', '書面', '文件', '培訓班']",['專利檢索中心']
健全專利檢索運用環境計畫(4/4),17,"['前案', '文件']",['專利檢索中心']
專利布局與產業分析躍升計畫(1/4),17,[],['第12']
科技會報科技政策發展研究與諮詢(1/1),18,[],['臺灣']
智慧化居住空間產業發展推廣計畫(4/4),18,['一致性'],"['102年度7月1日', '103)年度', '100年至102年度', '國科會', '本年度']"
智慧生活整合性人才培育計畫(4/4),18,[],['台灣']
智慧手持裝置核心技術攻堅計畫(1/4),18,"['品牌廠', '卷對卷', '面板', '上中下游']","['2011年', '台灣', '中國大陸', '10.4%', '台灣', '第一', '2012年']"
新興顯示器產業發展推動計畫(4/4),18,"['法務', '爭議', '智財權', '面板']","['2', '1', '兩岸', '3', '1']"
因應貿易自由化加強產業輔導計畫(4/4),18,['輔導型'],"['臺灣', '臺灣']"
傳統產業亮點維新計畫(1/4),18,"['魅力', '成衣', '環保', '粧點', '化粧品', '鞋力']","['第二', '第一']"
智慧辨識服務推動計畫(4/4),18,[],[]
商業服務業智慧化共通應用推動計畫(1/4),18,"['根基', '風潮']",[]
中小企業感質優化推動計畫(2/4),18,['風潮'],[]
國家科技發展創新及前瞻策略先期推動計畫(1/1),18,[],['台灣']
國家型科技計畫辦公室維運計畫(1/1),18,['季報'],"['一.103年', '半年', '三年期', '102~104', '國家型科技計畫辦公室', '國科會']"
高速計算與網路應用研究計畫(1/4),18,[],[]
科技會報科技政策發展研究與諮詢(1/1),18,[],['行政院']
智慧化環境科技發展推廣計畫(1/4),18,"['國民', '理念', '一致性']","['國科會', '102年度7月1日']"
建築資訊整合分享與應用研發推廣計畫(1/4)-Building Information Modeling,18,"['指南', '營建署']",['本部營建署']
第2期智慧生活整合性人才培育計畫(1/4),18,['校型'],"['臺灣', '第1']"
智慧手持裝置核心技術攻堅計畫(2/4),18,"['品牌廠', '面板', '上中下游']","['台灣', '第一', '2012年', '台灣', '10.4%', '中國大陸', '2011年']"
科技服務系統研發、實證與美學設計加值綱要計畫(1/4),18,['企界'],"['新加坡', '大陸']"
智慧資訊系統技術發展綱要計畫(2/4),18,"['實虛', '產銷']","['OLED', '第三', '台灣']"
小蘋果園育苗培育實踐計畫(1/3),18,[],"['2013年', 'Cisco', '三年', 'Samsung', '台灣', '數億美金', '14.4兆美金', '2020年', 'Google', 'APPLE']"
因應貿易自由化加強產業輔導計畫(1/4),18,"['生產端', '輔導型']",['臺灣']
傳統產業亮點維新計畫(2/4),18,"['魅力', '風潮', '成衣', '粧點', '化粧品', '鞋力', '環保']","['臺灣', '行政院經濟建設委員會', '101年9月13日', '第1010053980號', '103年~106年', '台灣', '第二', '103年', '台灣', '第一']"
商業服務業智慧化共通應用推動計畫(2/4),18,"['根基', '風潮']",[]
建築資訊整合分享與應用研發推廣計畫(2/4)-Building Information Modeling,18,"['指南', '營建署']",['本部營建署']
智慧化環境科技發展推廣計畫(2/4),18,"['理念', '一致性']","['102年度7月1日', '經濟部', '國科會']"
第2期智慧生活整合性人才培育計畫(2/4),18,"['校型', '全校型']","['亞洲智慧生活國際學院', '第二']"
智慧資訊系統技術發展綱要計畫(3/4),18,['產銷'],['OpenStack']
科技服務系統研發、實證與美學設計加值綱要計畫(2/4),18,['智造'],['第三']
智慧手持裝置核心技術攻堅計畫(3/4),18,"['品牌廠', '卷對卷', '面板', '上中下游']","['2011年', '第一', '台灣', '中國大陸', '10.4%', '台灣', '2012年']"
小蘋果園育苗培育實踐計畫(2/3),18,"['大廠', '做法', '創投', '創客']","['台灣', 'BP', '台灣']"
協助傳統產業技術開發計畫(3/4),18,"['智財權', '上中下游']","['105年', '政府']"
因應貿易自由化加強產業輔導計畫(2/4),18,"['生產端', '輔導型']",['臺灣']
傳統產業亮點維新計畫(3/4),18,"['成衣', '粧點', '魅力', '鞋力']","['台灣', '台灣', '台灣', '台灣']"
全通路智慧加值共通應用平台推動計畫(1/4),18,['場次'],['第1年']
加速行動寬頻服務及產業發展計畫(1/1)-穿戴式裝置小蘋果園計畫,18,[],"['103年', '科技部', '工研院', '104年', '103年']"
建築資訊整合分享與應用研發推廣計畫(3/4)-Building Information Modeling,18,"['指南', '營建署']",['本部營建署']
智慧化環境科技發展推廣計畫(3/4),18,"['國民', '理念', '論述', '一致性']",[]
智慧聯網技術與應用人才培育計畫(1/4),18,[],"['100-104年', '105年']"
第2期智慧生活整合性人才培育計畫(3/4),18,"['校型', '全校型']",['亞洲智慧生活國際學院']
智慧手持裝置核心技術攻堅計畫(4/4),18,"['品牌廠', '卷對卷', '面板', '上中下游']","['台灣', '第一', '台灣', '中國大陸']"
智慧資訊系統技術發展綱要計畫(4/4),18,['產銷'],"['6.67%', '30%']"
製造智慧化關鍵技術躍升綱要計畫(1/4),18,['脈動'],[]
小蘋果園育苗培育實踐計畫(3/3),18,"['做法', '創投', '創客']","['台灣', 'BP']"
因應貿易自由化加強產業輔導計畫(3/4),18,"['微笑', '脈動', '輔導型']",['臺灣']
傳統產業亮點維新計畫(4/4),18,"['魅力', '風潮', '粧點', '化粧品']","['台灣', '台灣']"
智慧電子產業推動計畫(2/4),18,"['國內物', '元件廠']",[]
智慧機械創新產業推動計畫(1/4),18,['網實'],[]
建置矽谷創新創業平台計畫(2/4),18,"['案源', '創投', '搜案', '生態鏈']","['台灣', '台灣', '台灣', '台商會', '工研院', '台灣', '新加坡', '經濟部']"
加速行動寬頻服務及產業發展計畫(3/3)-穿戴式裝置小蘋果園計畫(1/1),18,[],"['104年3月', '科技部', '工研院', '104年2月', '103年']"
科學園區智慧永續發展計畫(1/3),18,[],[]
Peta級高速計算共用研發平台建置計畫(1/3),18,"['高速', '機房', '創算圖']","['臺灣', '民國107年中', '3年', '2年']"
建築資訊整合分享與應用研發推廣計畫(4/4)-Building Information Modeling,18,"['指南', '營建署']","['營建署', '政府', '本部營建署']"
智慧化環境科技發展推廣計畫(4/4),18,"['國民', '理念', '論述', '一致性']",[]
第2期智慧生活整合性人才培育計畫(4/4),18,"['校型', '全校型']","['第2', '亞洲智慧生活國際學院']"
智慧製造產業創新提升人才培育計畫(2/4),18,[],['第一']
智慧聯網技術與應用人才培育計畫(2/4),18,[],"['105年', '100-104年']"
科技服務系統研發、實證與美學設計加值綱要計畫(4/4),18,"['智造', '脈動']","['1', '歐', '台灣', '韓', '美', '日', '桃園工業區', '107年']"
先進資通訊系統暨應用發展綱要計畫(1/4),18,"['開放物', '符合物', '廣域物', '體感', '輕型']",[]
製造智慧化關鍵技術躍升綱要計畫(2/4),18,['脈動'],[]
開源應用技術研發人才培育計畫(2/4),18,[],"['OpenStack', 'IPFS', 'Sahara', 'Ceilometer', 'OpenStack', 'Trove', 'OpenStack', 'OpenStack', '第三', 'Android ', 'Manila', 'Container-base Android']"
次世代環境智能系統技術研發與應用推動計畫(1/4),18,"['娛樂', '感官', '系統廠', '體感']",['華人']
人工智慧技術拔尖與產業領航計畫(1/4),18,"['專員', '助理']","['科技部', '經濟部', '華語', '平台鏈', '台灣', '科技部']"
產業價值躍升服務2.0計畫(1/4),18,[],"['台灣', '台灣']"
產業升級轉型行動計畫(3/4),18,['工業局'],"['106-109年', '台灣', '台灣', '臺灣', '技術處', '工業局']"
智慧電子產業推動計畫(3/4),18,"['發展物', '全球物', '系統廠']",['台灣']
晶片設計與半導體科技研發應用計畫(1/4),18,"['智造', '物聯']","['台灣', '台灣', '台灣', '台灣', '台灣', '台灣']"
普及智慧城鄉生活應用計畫(1/3),18,[],[]
科學園區智慧永續發展計畫(2/3),18,[],[]
智慧創新研究中心推升計畫(1/5),18,['二分項'],"['教育部', '台灣', '10億元']"
建構雲端服務及大數據運算平台計畫(2/4),18,[],[]
建築資訊整合應用躍升計畫(1/4),18,['指南'],['亞洲']
人文社會與科技前瞻人才培育計畫(1/4),18,['敏銳度'],['5至10年']
智慧製造產業創新提升人才培育計畫(3/4),18,[],[]
智慧聯網技術與應用人才培育計畫(3/4),18,[],"['105年', '100-104年']"
先進資通訊系統暨應用發展綱要計畫(2/4),18,['體感'],['亞洲']
次世代物聯網智慧系統關鍵技術與產業躍升計畫(1/4),18,['發展物'],['台灣']
人工智慧技術拔尖與產業領航計畫(2/4),18,['眼底鏡'],"['經濟部', '教育部', '工研院', '資策會', '微軟AI研發中心', '教育部']"
製造智慧化關鍵技術躍升綱要計畫(3/4),18,['脈動'],[]
科技服務系統研發與實證加值綱要計畫(1/4),18,[],"['歐', '美', '韓', '日']"
次世代環境智能系統技術研發與應用推動計畫(2/4),18,"['娛樂', '工業局', '體感', '感官']","['工業局', '工業局']"
AI領航推動計畫(1/4),18,[],[]
智慧電子產業推動計畫(4/4),18,"['上中下游', '大廠', '全球物']",['政府']
晶片設計與半導體科技研發應用計畫(2/4),18,['智造'],"['台灣', '台灣', '中', '台灣', '臺灣']"
智慧顯示產業推動計畫(1/4),18,['面板'],[]
產業價值躍升服務2.0計畫(2/4),18,[],"['臺灣', '臺灣', '臺灣']"
體感科技基地-體感園區計畫(2/3),18,['體感'],[]
產業升級轉型行動計畫(4/4),18,"['工業局', '魅力']","['106-109年', '臺灣', '臺灣', '臺灣', '技術處', '工業局']"
普及智慧城鄉生活應用計畫(2/3),18,[],"['中央', '108-109年']"
推動中小企業雲端創新應用發展計畫 (3/4),18,['雲端物聯'],"['SaaS', 'AaaS', 'DaaS']"
小型企業創新研發綱要計畫(SBIR)(3/4),18,[],['東部']
智慧創新研究中心推升計畫(2/5),18,['二分項'],"['教育部', '台灣']"
建構雲端服務及大數據運算平台(3/4),18,"['大數據', '多異質性', '創客']",[]
科學園區智慧永續發展計畫(3/3),18,[],[]
高速計算與網路應用研究計畫(2/4),18,['研所'],['108年']
園區智慧機器人創新自造基地計畫(3/4),18,"['創投', '創客']",[]
推動雲端服務輔導規劃計畫(2/2),18,"['機房', '以部', '環保']",['中央']
建築資訊整合應用躍升計畫(2/4),18,"['營建署', '指南']",['1']
人文社會與科技前瞻人才培育計畫(2/4),18,['敏銳度'],"['三到五年', '未來20年', '10%', '15%', '20%', '10%', '15%', '15%']"
智慧聯網技術與應用人才培育計畫(4/4),18,"['校院物', '創客']",['亞洲矽谷']
智慧製造產業創新提升人才培育計畫(4/4),18,[],[]
AI領航推動計畫(2/4),18,[],"['臺灣', '台灣', '第二', '108年']"
先進資通訊系統暨應用發展綱要計畫(3/4),18,['體感'],"['芬蘭Aalto Unversity', '1,608,787千元', '1,427,034千元', '26,470千元', '法國UPMC', 'INRIA', '363,512千元', '3GPP', '326,738千元', '126,007千元']"
次世代物聯網智慧系統關鍵技術與產業躍升計畫(2/4),18,['發展物'],"['亞太', '國際隊', '新台幣6億元', '0.8億元', '2億美元']"
